title,description,source_url,ingredients,instructions,raw_text,pdf_source_title,pdf_source_url
Chicken Pepper-water,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=b3b449c80e7b,"2. Curry stuff :—3 red chillies | half a tea spoon of jeera, sixteen | pepper corns | two tea spoonsful of Dhunnea | half a tea spoon of mus- | Warm a desert spoon of ghee in another pot, fry a cut onion to a | 3. After the Head is well cleaned, put it to boil, with five | tea-cups of water, for four or five hours, strain and keep the broth | pepper, and minced mint, simmer for half an hour longer. When the","Put the chicken, cut in pieces, and curry paste together into a stew pan, add water tocover it and stir well and simmer the pepper water until the chicken is cooked, Warm a desert spoon of ghee in another pot, fry a cut onion to a light brown colour, add the chicken, salt to taste and brown it slightly, then pour in the gravy, warm and serve. | After the Head is well cleaned, put it to boil, with five tea-cups of water, for four or five hours, strain and keep the broth aside. | When to be served, brown an onion in ghec, remove the ghee, and pour the broth over the onion, add a little salt, ground pepper, and minced mint, simmer for half an hour longer. | When the head is first put to boil, have a good fire, when the water boils, skim well and reduce the fire, and Iet the broth only simmer.","Chicken Pepper-water
Ingredients:
2. Curry stuff :—3 red chillies
half a tea spoon of jeera, sixteen
pepper corns
two tea spoonsful of Dhunnea
half a tea spoon of mus-
Warm a desert spoon of ghee in another pot, fry a cut onion to a
3. After the Head is well cleaned, put it to boil, with five
tea-cups of water, for four or five hours, strain and keep the broth
pepper, and minced mint, simmer for half an hour longer. When the
Instructions:
Put the chicken, cut in pieces, and curry paste together into a stew pan, add water tocover it and stir well and simmer the pepper water until the chicken is cooked, Warm a desert spoon of ghee in another pot, fry a cut onion to a light brown colour, add the chicken, salt to taste and brown it slightly, then pour in the gravy, warm and serve.
After the Head is well cleaned, put it to boil, with five tea-cups of water, for four or five hours, strain and keep the broth aside.
When to be served, brown an onion in ghec, remove the ghee, and pour the broth over the onion, add a little salt, ground pepper, and minced mint, simmer for half an hour longer.
When the head is first put to boil, have a good fire, when the water boils, skim well and reduce the fire, and Iet the broth only simmer.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
Peas Soup,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=1425586fa9be,"11. Steep some dhall over night, and boil the same in threo | times its measure of water. (A cup of dhall would take three cups of | after boiling this for three or four hours, strain it. Strain also the","Steep some dhall over night, and boil the same in threo times its measure of water. | Continuc simmering till the peas are soft and without adding salt. | Add salt to taste and mash the boiled dhall quite smooth. | Make some broth, either with sheep’s head or beef, and a Ham bone, after boiling this for three or four hours, strain it. | Strain also the dhall and mix it with the broth. | Brown in ghcesome sliced onions; and add _ the broth—let it cook for another hour. | When to be served add mint leaves cut up, and small pieces of toast done very crisp.","Peas Soup
Ingredients:
11. Steep some dhall over night, and boil the same in threo
times its measure of water. (A cup of dhall would take three cups of
after boiling this for three or four hours, strain it. Strain also the
Instructions:
Steep some dhall over night, and boil the same in threo times its measure of water.
Continuc simmering till the peas are soft and without adding salt.
Add salt to taste and mash the boiled dhall quite smooth.
Make some broth, either with sheep’s head or beef, and a Ham bone, after boiling this for three or four hours, strain it.
Strain also the dhall and mix it with the broth.
Brown in ghcesome sliced onions; and add _ the broth—let it cook for another hour.
When to be served add mint leaves cut up, and small pieces of toast done very crisp.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
Peas Soup without Meat,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=0f599c202103,"Wash the peas removing all stones &c. Boil the same in three or | four tumblers of water without salt until perfectly soft, which will | 13. Materials_}""Ib.-of lean mutton } inch of fresh ginger | one | desert spoon of fine'rice, salt to taste | put it to boil in about a tea cup of water. When the scum rises","Directions :— Wash the peas removing all stones &c. | Boil the same in three or . | After the soup buils up, let it merely simmer. | Keep the Jaguid part aside and rub the boiled dhall 20 2 tur? | “Krome Pog de phe Mgralle : Leh Loo aie, So Si y dec ebicebie fe fa me, , pny 14 er Mice, soe, ae ¢ SA2t FA IRA bel’y oo Sue ent, bc bd H) through a course clean towel, mixing this with the broth. | Cut the Bacon or salt pork in pieces, put the piecesin a stewpan, and fry them for a’ few minutes, add the peas soup, when it boils up once, reduce ;the fire and let it simmer for a few minutes longer. | Have half inch pieces of toast done very crisp and serve with the Peas soup. | , Add salt to the Broth if needed. | Directions wash the mutton whole, cut it in small pieces, and put it to boil in about a tea cup of water. | When the scum rises remove it, reduce the fire, and simmer the broth very gently. | Pick and wash the rice and place it in a clean coarse muslin bag tied loosely. | Place the bag in the broth, cover the stewpan and cook slowly for about an hour adding a little salt. | Remove the rice from the bag; it must be perfectly soft, place it in a saucer, strain the soup which will be about half a tea cup, to be used when cool. | | Fish must be carefully washed in several waters, and the sur- face scraped with a knife. | While the operation of cleaning and washing is performed, place the fish on a board; use the latter for nothing else, but keep it for this one purpose. | The refuse of fish must be removed from the kitchen sa and the board wash- ed, dried well and put away.","Peas Soup without Meat
Ingredients:
Wash the peas removing all stones &c. Boil the same in three or
four tumblers of water without salt until perfectly soft, which will
13. Materials_}""Ib.-of lean mutton } inch of fresh ginger
one
desert spoon of fine'rice, salt to taste
put it to boil in about a tea cup of water. When the scum rises
Instructions:
Directions :— Wash the peas removing all stones &c.
Boil the same in three or .
After the soup buils up, let it merely simmer.
Keep the Jaguid part aside and rub the boiled dhall 20 2 tur?
“Krome Pog de phe Mgralle : Leh Loo aie, So Si y dec ebicebie fe fa me, , pny 14 er Mice, soe, ae ¢ SA2t FA IRA bel’y oo Sue ent, bc bd H) through a course clean towel, mixing this with the broth.
Cut the Bacon or salt pork in pieces, put the piecesin a stewpan, and fry them for a’ few minutes, add the peas soup, when it boils up once, reduce ;the fire and let it simmer for a few minutes longer.
Have half inch pieces of toast done very crisp and serve with the Peas soup.
, Add salt to the Broth if needed.
Directions wash the mutton whole, cut it in small pieces, and put it to boil in about a tea cup of water.
When the scum rises remove it, reduce the fire, and simmer the broth very gently.
Pick and wash the rice and place it in a clean coarse muslin bag tied loosely.
Place the bag in the broth, cover the stewpan and cook slowly for about an hour adding a little salt.
Remove the rice from the bag; it must be perfectly soft, place it in a saucer, strain the soup which will be about half a tea cup, to be used when cool.
| Fish must be carefully washed in several waters, and the sur- face scraped with a knife.
While the operation of cleaning and washing is performed, place the fish on a board; use the latter for nothing else, but keep it for this one purpose.
The refuse of fish must be removed from the kitchen sa and the board wash- ed, dried well and put away.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
To Boil Fish,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=e73716ff7bb6,"20. Put the fish to boil in boiling water, the water must be some | inches above the fish, and allow a tea spoon of salt and one red chilly | 21. Wash the prawns well, and put them to boil m boiling | spoon of salt | one or two red chillies, and water enough to cover | 22. Put the Lobsters in boiling water and boil the fish for half | ~ onion for each lobster, } of an ounce of fresh ginger and half a fresh | mash up the bread. Grind or mince fine one onion | two green","Put the fish to boil in boiling water, the water must be some inches above the fish, and allow a tea spoon of salt and one red chilly to a pint of water, with the juice of halfasour-lime. | When the water boils up, remove the scum, reduce the fire and let it boil gently for 4 an hour, less or more according to the size and thickness of the fish. | Remove the fish as soon as ready, from the water, and keep it warm till wanted, or serve it quickly. | Wash the prawns well, and put them to boil m boiling water with salt and red chillies, remove the scum as it rises; they well take fifteen minutes to be done enough. | Drain them well and serve when perfectly cold. | Put the Lobsters in boiling water and boil the fish for half an hour. | eee etn eke, vis: ae m4 Y 0 2“ z ry a ee City C2’ clyp and brown the onion, then add the minced fish ginger &c. | Two dozen large Prawns washed, shelled and cleaned. | Grind or mince fine one onion, two green chillies, a small piece of fresh ginger and six or eight mint leaves. | Mix together the prawns, bread and herbs, with a raw egg, season with salt, and if preferred, substitute pounded pepper in place of the chillies. | Make the mixture into the shape of cutlets, sprinkle well with bread crumbs and fry them of a light brown colour, in ghee or dripping. | (Make the heads of the Prawns into curry with the addition of six or more whole ones according to the recipe given for Prawn curry No. | Cut off and throw away the heads ef the fish, open them and remove the centre bone, wash the fish well and mince it up fine Press away all the water, mix with the minced fish, a due propor- tion of pounded pepper, salt, minced onion, green ginger, green chillies and flour (rice) sufficient to make the mixture into balls: Roll the balls in flour and make them into cutlets-shape and fry a nice brown.","To Boil Fish
Ingredients:
20. Put the fish to boil in boiling water, the water must be some
inches above the fish, and allow a tea spoon of salt and one red chilly
21. Wash the prawns well, and put them to boil m boiling
spoon of salt
one or two red chillies, and water enough to cover
22. Put the Lobsters in boiling water and boil the fish for half
~ onion for each lobster, } of an ounce of fresh ginger and half a fresh
mash up the bread. Grind or mince fine one onion
two green
Instructions:
Put the fish to boil in boiling water, the water must be some inches above the fish, and allow a tea spoon of salt and one red chilly to a pint of water, with the juice of halfasour-lime.
When the water boils up, remove the scum, reduce the fire and let it boil gently for 4 an hour, less or more according to the size and thickness of the fish.
Remove the fish as soon as ready, from the water, and keep it warm till wanted, or serve it quickly.
Wash the prawns well, and put them to boil m boiling water with salt and red chillies, remove the scum as it rises; they well take fifteen minutes to be done enough.
Drain them well and serve when perfectly cold.
Put the Lobsters in boiling water and boil the fish for half an hour.
eee etn eke, vis: ae m4 Y 0 2“ z ry a ee City C2’ clyp and brown the onion, then add the minced fish ginger &c.
Two dozen large Prawns washed, shelled and cleaned.
Grind or mince fine one onion, two green chillies, a small piece of fresh ginger and six or eight mint leaves.
Mix together the prawns, bread and herbs, with a raw egg, season with salt, and if preferred, substitute pounded pepper in place of the chillies.
Make the mixture into the shape of cutlets, sprinkle well with bread crumbs and fry them of a light brown colour, in ghee or dripping.
(Make the heads of the Prawns into curry with the addition of six or more whole ones according to the recipe given for Prawn curry No.
Cut off and throw away the heads ef the fish, open them and remove the centre bone, wash the fish well and mince it up fine Press away all the water, mix with the minced fish, a due propor- tion of pounded pepper, salt, minced onion, green ginger, green chillies and flour (rice) sufficient to make the mixture into balls: Roll the balls in flour and make them into cutlets-shape and fry a nice brown.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
"Dhope, Boiled Fish and Sauce",Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=9d879aa39ddc,"25. Boil a large Pomfret or a Mullet, in water coloured with | toit when beaten | two or three table spoonsful of the water in which | the fish was boiled, with two desert spoons of table vinegar. Beat the | tea spoon of ghee, fry slightly a sliced onion for two or three | minutes, fry also 4 ounce of fresh ginger | two green chillies and six | 26. Materials-One tea cup of Oysters | one tea spoon of flour, | one onion, } tea spoon pepper | two or three mint leaves minced, a de- | desert spoon of good vinegar | one onion | 4 of an ounce of fresh ginger, | two or three green chillies and six or seven cloves of garlic sliced | The green chillies can be cut down half way in four instead of be- | ing sliced. Grind into a paste 4 of an ounce of turmeric to colour | the stew. Direction. Warm a level desert spoon of ghee and | this for a minute or two, add the fish, and a little water coloured | the fish—When it rises two or three times to the boil, see if the | stew is cooked. (When it is half cooked add the vinegar, and salt | chilly, a bit of green ginger sliced, and about one table spoon of","Boil a large Pomfret or a Mullet, in water coloured with saffron. | For the sauce, beat up an egg, add toit when beaten, two or three table spoonsful of the water in which the fish was boiled, with two desert spoons of table vinegar. | Beat the mixture well together. | Place a chatty on the fire, warm a heaped tea spoon of ghee, fry slightly a sliced onion for two or three minutes, fry also 4 ounce of fresh ginger, two green chillies and six or eight slices of garlic sliced fire, pour in the sauce, keep stirring till it thickens and season it with salt. | Place the boiled fish in a hot plate, and pour the sauce over. | Remove from the Oysters all grit and shell, wash them by stirring them with a spoon in their own liquor. | Brown a sliced onion then the flour, strain and add the Oyster liquor with more wator if needed, when the liquor boils up, put in the/oysters with pepper, salt and mint leaves. | Stew gently for half an hour and serve hot: Fresh Bombloe Stew or Aggsall. | Grind into a paste 4 of an ounce of turmeric to colour the stew. | Warm a level desert spoon of ghee and brown the onion slightly, then add the ginger &c., stir and cook this for a minute or two, add the fish, and a little water coloured with turmeric. | Should more be needed, you can add a little. | Cover the handee, and let’ the stew cook on a moderate fire, shaking the pot occasion- ally to prevent the stew burning.—A spoon if used would break the fish—When it rises two or three times to the boil, see if the stew is cooked. | (When it is half cooked add the vinegar, and salt to taste). | Cut off the heads, fins and tail and remove the inside of six large Bombloes, wash the fish in several waters, and cut each in quarters, brown a sliced onion in ghee, add the fish, a minced green chilly, a bit of green ginger sliced, and about one table spoon of water. | Add salt to taste and more water if required. | Simmer the stew till cooked. | Grind into a paste two or three red chillies, four slices of garlic, half a tea spoon of jeera and 4 ounce of turmeric. | Warm a desert spoon of best sweet oil or ghee, and fry the fish-chips crisp, don’t brown them too much or they will become bitter.","Dhope, Boiled Fish and Sauce
Ingredients:
25. Boil a large Pomfret or a Mullet, in water coloured with
toit when beaten
two or three table spoonsful of the water in which
the fish was boiled, with two desert spoons of table vinegar. Beat the
tea spoon of ghee, fry slightly a sliced onion for two or three
minutes, fry also 4 ounce of fresh ginger
two green chillies and six
26. Materials-One tea cup of Oysters
one tea spoon of flour,
one onion, } tea spoon pepper
two or three mint leaves minced, a de-
desert spoon of good vinegar
one onion
4 of an ounce of fresh ginger,
two or three green chillies and six or seven cloves of garlic sliced
The green chillies can be cut down half way in four instead of be-
ing sliced. Grind into a paste 4 of an ounce of turmeric to colour
the stew. Direction. Warm a level desert spoon of ghee and
this for a minute or two, add the fish, and a little water coloured
the fish—When it rises two or three times to the boil, see if the
stew is cooked. (When it is half cooked add the vinegar, and salt
chilly, a bit of green ginger sliced, and about one table spoon of
Instructions:
Boil a large Pomfret or a Mullet, in water coloured with saffron.
For the sauce, beat up an egg, add toit when beaten, two or three table spoonsful of the water in which the fish was boiled, with two desert spoons of table vinegar.
Beat the mixture well together.
Place a chatty on the fire, warm a heaped tea spoon of ghee, fry slightly a sliced onion for two or three minutes, fry also 4 ounce of fresh ginger, two green chillies and six or eight slices of garlic sliced fire, pour in the sauce, keep stirring till it thickens and season it with salt.
Place the boiled fish in a hot plate, and pour the sauce over.
Remove from the Oysters all grit and shell, wash them by stirring them with a spoon in their own liquor.
Brown a sliced onion then the flour, strain and add the Oyster liquor with more wator if needed, when the liquor boils up, put in the/oysters with pepper, salt and mint leaves.
Stew gently for half an hour and serve hot: Fresh Bombloe Stew or Aggsall.
Grind into a paste 4 of an ounce of turmeric to colour the stew.
Warm a level desert spoon of ghee and brown the onion slightly, then add the ginger &c., stir and cook this for a minute or two, add the fish, and a little water coloured with turmeric.
Should more be needed, you can add a little.
Cover the handee, and let’ the stew cook on a moderate fire, shaking the pot occasion- ally to prevent the stew burning.—A spoon if used would break the fish—When it rises two or three times to the boil, see if the stew is cooked.
(When it is half cooked add the vinegar, and salt to taste).
Cut off the heads, fins and tail and remove the inside of six large Bombloes, wash the fish in several waters, and cut each in quarters, brown a sliced onion in ghee, add the fish, a minced green chilly, a bit of green ginger sliced, and about one table spoon of water.
Add salt to taste and more water if required.
Simmer the stew till cooked.
Grind into a paste two or three red chillies, four slices of garlic, half a tea spoon of jeera and 4 ounce of turmeric.
Warm a desert spoon of best sweet oil or ghee, and fry the fish-chips crisp, don’t brown them too much or they will become bitter.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
Salt Fish and Tamarind Sauce. |,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=bd82476fbbe3,"31. Wash two or three slices of salt fish, steep them in water | to remove the saltness for } or 4.an hour. (Salt fish is sold in the | market cut in slices). Soak two or three pods of tamarind in water, | in slices two large onions, a bit of green ginger and two green","Wash two or three slices of salt fish, steep them in water to remove the saltness for } or 4.an hour. | Remove the salt-fish from the water and fry it brown, either in sweet oil or ghee; place it in a hot plate and keep it warm. | To make the sauce, fry in hot ghee or oil the onions &c., add the tamarind pulp, stir well, season with salt, simmer for a few minutes and pour the sauce over the fried fish, strewing the onions &c.","Salt Fish and Tamarind Sauce. |
Ingredients:
31. Wash two or three slices of salt fish, steep them in water
to remove the saltness for } or 4.an hour. (Salt fish is sold in the
market cut in slices). Soak two or three pods of tamarind in water,
in slices two large onions, a bit of green ginger and two green
Instructions:
Wash two or three slices of salt fish, steep them in water to remove the saltness for } or 4.an hour.
Remove the salt-fish from the water and fry it brown, either in sweet oil or ghee; place it in a hot plate and keep it warm.
To make the sauce, fry in hot ghee or oil the onions &c., add the tamarind pulp, stir well, season with salt, simmer for a few minutes and pour the sauce over the fried fish, strewing the onions &c.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
Salt Fish Pie,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=8a8084e25a7f,"32. Materials 1 lb. of Potatoes skinned, boiled and mashed | well, free from lumps | 4 a lb. of good salt-fish, washed and nicely | fried | one or two green chillies 4 ounce of green ginger and an onion | minced small | a heaped tea spoon of butter or good ghee | an egg, | 34. Materials. Fish, (usually young Shark) red chillies, tur- | meric, jeera, garlic,—these (4 last) are to be ground up for curry | nicely, add the green chillies &c. Stir for a minute or two longer","of Potatoes skinned, boiled and mashed well, free from lumps, 4 a lb. | of good salt-fish, washed and nicely fried, one or two green chillies 4 ounce of green ginger and an onion minced small; a heaped tea spoon of butter or good ghee; an egg, pepper and fine salt. | Directions—mince up the salt fish as fine almost as threads, mix and blend it with the potatoes gradually,—. | tasting the mixture so that there may not be too much of one or the other; add the minced onion &c. | butter, pepper and salt to taste Mix the whole together and press the mass into a buttered dish; spread the beaten egg over the top, and bake the pie for a few minutes,—until a light brown. | Clean and wash either a large Pomfret, Salmon, Seer or Mullet in the usual way. | Cut open the fish on the belly side and remove the bone, wash well the inside, sprinkle it with a little salt and pepper, and rub butter or ghee all over. | Place a gridiron over the fire, rubbed well with butter or ghee, then lay the fish flat on the gridiron, cover it with a thalee, and let it cook for about fifteen minutes on one side, then turn the fish and do the other side in the same way. | The fish cooks simply in the smoke ; the fire must not blaze. | Dhirections:—Boil the fish, remove the skin and bones of it after boiling. | Warm some oil and brown your onion, add the ground curry stuff,—let this fry nicely, add the green chillies &c. | Stir for a minute or two longer and put in the fish, salt and curry leaves. | After the fish is well fried, add the cocoanut, stir and let it simmer for five minutes longer. | The prawns must be boiled in their shells, the skins removed, and the meat ground fine.","Salt Fish Pie
Ingredients:
32. Materials 1 lb. of Potatoes skinned, boiled and mashed
well, free from lumps
4 a lb. of good salt-fish, washed and nicely
fried
one or two green chillies 4 ounce of green ginger and an onion
minced small
a heaped tea spoon of butter or good ghee
an egg,
34. Materials. Fish, (usually young Shark) red chillies, tur-
meric, jeera, garlic,—these (4 last) are to be ground up for curry
nicely, add the green chillies &c. Stir for a minute or two longer
Instructions:
of Potatoes skinned, boiled and mashed well, free from lumps, 4 a lb.
of good salt-fish, washed and nicely fried, one or two green chillies 4 ounce of green ginger and an onion minced small; a heaped tea spoon of butter or good ghee; an egg, pepper and fine salt.
Directions—mince up the salt fish as fine almost as threads, mix and blend it with the potatoes gradually,—.
tasting the mixture so that there may not be too much of one or the other; add the minced onion &c.
butter, pepper and salt to taste Mix the whole together and press the mass into a buttered dish; spread the beaten egg over the top, and bake the pie for a few minutes,—until a light brown.
Clean and wash either a large Pomfret, Salmon, Seer or Mullet in the usual way.
Cut open the fish on the belly side and remove the bone, wash well the inside, sprinkle it with a little salt and pepper, and rub butter or ghee all over.
Place a gridiron over the fire, rubbed well with butter or ghee, then lay the fish flat on the gridiron, cover it with a thalee, and let it cook for about fifteen minutes on one side, then turn the fish and do the other side in the same way.
The fish cooks simply in the smoke ; the fire must not blaze.
Dhirections:—Boil the fish, remove the skin and bones of it after boiling.
Warm some oil and brown your onion, add the ground curry stuff,—let this fry nicely, add the green chillies &c.
Stir for a minute or two longer and put in the fish, salt and curry leaves.
After the fish is well fried, add the cocoanut, stir and let it simmer for five minutes longer.
The prawns must be boiled in their shells, the skins removed, and the meat ground fine.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
Tamarind Fish,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=5fdb6078c33d,"36. Tamarind Fish can be made of any large firm fish that is - | lently. Materials:—One Seer fish salted and cut into slices, four | red chillies | 3 ounces of turmeric | 14 ounce of jeera or cummin seed | well picked from sticks and stones | 12 ounces of tamarind free from | seeds | two or three tea-spoons of pepper corns | 6 ounces of garlic | tea-spoon of table salt. Cover the fish with good vinegar, and","Dry the red chillies, jeera and turmeric well in the sun, grind each separately dry, very fine, and sift the powder through a fine muslin sieve. | Wash the tamarind a little at a time, in a cup of vinegar, mix the fruit well with some good vinegar and press out the pulp. | Wash the salt fish in the weak vinegar, and mix it together with the ground mussala, garlic and tamarind pulp.","Tamarind Fish
Ingredients:
36. Tamarind Fish can be made of any large firm fish that is -
lently. Materials:—One Seer fish salted and cut into slices, four
red chillies
3 ounces of turmeric
14 ounce of jeera or cummin seed
well picked from sticks and stones
12 ounces of tamarind free from
seeds
two or three tea-spoons of pepper corns
6 ounces of garlic
tea-spoon of table salt. Cover the fish with good vinegar, and
Instructions:
Dry the red chillies, jeera and turmeric well in the sun, grind each separately dry, very fine, and sift the powder through a fine muslin sieve.
Wash the tamarind a little at a time, in a cup of vinegar, mix the fruit well with some good vinegar and press out the pulp.
Wash the salt fish in the weak vinegar, and mix it together with the ground mussala, garlic and tamarind pulp.",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
Tamarind Fish another Way,Parsed from PDF source: 1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf#recipe=6fbfbbfa99d6,"37. Materials, some slices of firm salt fish | half or } bottle | good tamarind free from seeds | two ounces of jeera seed, four ounces | of garlic, four ounces of fresh green ginger, four or five ounces of dry | red chillies, and two or three tea-spoons of whole pepper. Direc- | tions,—dry the red chillies and cummin seeds for an hour or two in | rately also half of the gmger and half the garlic, the rest of the | and more tamarind pulp if too hot. Stir in a tea spoon of fine salt | about two inches thick. When a portion of the tamarind fish is taken | with the boiling fat, and at intervals, turned on one side and another","Direc- tions,—dry the red chillies and cummin seeds for an hour or two in the hot sun, and grind each separately in good vinegar; grind sepa- rately also half of the gmger and half the garlic, the rest of the garlic and ginger cut in slices. | Pour the best vinegar over the tamarind and press out the pulp, (which must be thick,) with your: hands. | Place the pulp in a large bowl,stir in the ground mussala, the sliced ginger and garlic and whole pepper. | Taste the mixture and see what is deficient, add more ground chillies if not hot enough, and more tamarind pulp if too hot. | Stir in a tea spoon of fine salt and a large wine glass of best brandy, which acts as a preservative and prevents fermentation. | Pour some of the weak vinegar in a bowl, and wash each slice of the salt fish carefully, repeat this till you have well washed the whole. | Have a clean dry jar ready, and put in the pieces of fish, a layer at the bottom, and so on till you have almost filled the jar, then pour in a thick layer of the mussala which must’ cover the fish, and be about two inches thick. | Fry the fish in ghee or sweet oil, remove it, and then fry its mussala, if both are fried together the mussala will be burnt. | Have always some fat with your meat, and use it for frying ; as it will be more economical and nicer than using so much ghee. | Meat is usually roasted in a chatty, in which ghee or dripping is first put, and the meat is placed with the boiling fat, and at intervals, turned on one side and another till every side is nicely browned and done. | The practise of roasting on a spit has apparently disappeared ; Bakers allow their customers the use of their oven for baking meats, cakes &c., but only those living near the Bakery could use it to bake the daily roasts; for the baking of Plum and Christmas","Tamarind Fish another Way
Ingredients:
37. Materials, some slices of firm salt fish
half or } bottle
good tamarind free from seeds
two ounces of jeera seed, four ounces
of garlic, four ounces of fresh green ginger, four or five ounces of dry
red chillies, and two or three tea-spoons of whole pepper. Direc-
tions,—dry the red chillies and cummin seeds for an hour or two in
rately also half of the gmger and half the garlic, the rest of the
and more tamarind pulp if too hot. Stir in a tea spoon of fine salt
about two inches thick. When a portion of the tamarind fish is taken
with the boiling fat, and at intervals, turned on one side and another
Instructions:
Direc- tions,—dry the red chillies and cummin seeds for an hour or two in the hot sun, and grind each separately in good vinegar; grind sepa- rately also half of the gmger and half the garlic, the rest of the garlic and ginger cut in slices.
Pour the best vinegar over the tamarind and press out the pulp, (which must be thick,) with your: hands.
Place the pulp in a large bowl,stir in the ground mussala, the sliced ginger and garlic and whole pepper.
Taste the mixture and see what is deficient, add more ground chillies if not hot enough, and more tamarind pulp if too hot.
Stir in a tea spoon of fine salt and a large wine glass of best brandy, which acts as a preservative and prevents fermentation.
Pour some of the weak vinegar in a bowl, and wash each slice of the salt fish carefully, repeat this till you have well washed the whole.
Have a clean dry jar ready, and put in the pieces of fish, a layer at the bottom, and so on till you have almost filled the jar, then pour in a thick layer of the mussala which must’ cover the fish, and be about two inches thick.
Fry the fish in ghee or sweet oil, remove it, and then fry its mussala, if both are fried together the mussala will be burnt.
Have always some fat with your meat, and use it for frying ; as it will be more economical and nicer than using so much ghee.
Meat is usually roasted in a chatty, in which ghee or dripping is first put, and the meat is placed with the boiling fat, and at intervals, turned on one side and another till every side is nicely browned and done.
The practise of roasting on a spit has apparently disappeared ; Bakers allow their customers the use of their oven for baking meats, cakes &c., but only those living near the Bakery could use it to bake the daily roasts; for the baking of Plum and Christmas",1Indiancookery 1887,https://archive.org/download/1indiancookery-1887/1indiancookery-1887.pdf
