name,source,source_url,servings,prep_time_min,cook_time_min,total_time_min,image_url,ingredients_json,cook_steps
Besan Ladoo (Easy Besan ke Laddu Recipe),veg_recipes_of_india_web,https://www.vegrecipesofindia.com/besan-ladoo-recipe-easy-besan-ladoos/,15,5,25,30,https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/besan-ladoo-1.jpg,"[{""raw_text"": ""2 cups gram flour ((besan) - 200 grams)"", ""source_position"": 1}, {""raw_text"": ""½ cup ghee ((clarified butter) - 125 grams, add more ghee, if required)"", ""source_position"": 2}, {""raw_text"": ""1 cup powdered sugar"", ""source_position"": 3}, {""raw_text"": ""1 teaspoon cardamom powder (or 5 to 6 green cardamoms, powdered in a mortar-pestle )"", ""source_position"": 4}, {""raw_text"": ""1 to 2 tablespoons golden raisins (- chopped)"", ""source_position"": 5}, {""raw_text"": ""10 to 12 cashews (- finely chopped)"", ""source_position"": 6}]","[{""step_number"": 1, ""instruction"": ""Take a heavy kadai or wok or pan and keep on a low heat. Add 2 cups besan (200 grams) in the kadai.""}, {""step_number"": 2, ""instruction"": ""Begin to dry roast besan on low to medium-low heat.""}, {""step_number"": 3, ""instruction"": ""Stir often so that besan gets browned evenly and does not burn. When you begin to roast besan, you will see small lumps in the flour. These lumps disappear later.""}, {""step_number"": 4, ""instruction"": ""Below you can see, the besan which has been roasting for 12 mins. You can see the color has changed as compared to what it was in the beginning.""}, {""step_number"": 5, ""instruction"": ""Dry roast the besan in a heavy kadai or pan on low to medium-low heat for about 10 to 12 minutes.""}, {""step_number"": 6, ""instruction"": ""Keep on stirring continuously right from the beginning. So that the besan is not burned and cooks evenly.""}, {""step_number"": 7, ""instruction"": ""After 12 minutes of total roasting time, add the ghee.""}, {""step_number"": 8, ""instruction"": ""Mix very well and continue roasting the besan for some more 12 to 15 minutes stirring non-stop.""}, {""step_number"": 9, ""instruction"": ""You will see that the mixture will start releasing ghee and will give a nice fragrant nutty aroma. Some ghee will float on top and and you will see a molten lava kind of consistency where the ghee is floating. The mixture will also loose sides of the pan and become one. These are the signs that the besan is fully cooked. Once you see these signs, you can move on to the next step.""}, {""step_number"": 10, ""instruction"": ""Remove the pan from the stove-top and place it on your kitchen countertop. Add powdered sugar.""}, {""step_number"": 11, ""instruction"": ""Begin to mix with all the strength from your hands. You have to mix this part vigorously so that the powdered sugar melts in the roasted besan and ghee mixture and no lumps are formed.""}, {""step_number"": 12, ""instruction"": ""Add the powdered cardamom, raisins and cashews. Mix again.""}, {""step_number"": 13, ""instruction"": ""Once you have mixed the ladoo mixture well then let it become lukewarm or cool at room temperature.""}, {""step_number"": 14, ""instruction"": ""When cooled, make small or medium-sized besan ladoo and store them in an airtight steel container. If you are not able to shape in balls then freeze the mixture for 5 minutes or refrigerate for 20 minutes. Depending on the quality and consistency of ghee as well as the room temperature you may be able to easily shape these or not.""}, {""step_number"": 15, ""instruction"": ""Serve besan ladoo garnished with some nuts.""}, {""step_number"": 16, ""instruction"": ""Besan laddu keeps well at room temperature for a month. Keep in a clean covered jar or container in a cool dry place. You can use a steel jar.""}, {""step_number"": 17, ""instruction"": ""You can refrigerate these. But on refrigerating the ghee in the laddu solidifies making them dense or hard. So before serving, let them thaw completely.""}]"
Kaju Katli Recipe | How to make Kaju Barfi,veg_recipes_of_india_web,https://www.vegrecipesofindia.com/kaju-katli-recipe-kaju-katli/,14,5,15,20,https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/kaju-katli-recipe-4-1.jpg,"[{""raw_text"": ""1 cup/160 grams cashews ((whole), at room temperature)"", ""source_position"": 1}, {""raw_text"": ""½ cup/100 grams sugar"", ""source_position"": 2}, {""raw_text"": ""5 tablespoons water"", ""source_position"": 3}, {""raw_text"": ""1 tablespoon ghee (or coconut oil or any neutral tasting oil, optional)"", ""source_position"": 4}, {""raw_text"": ""1 teaspoon chopped rose petals (or 1 teaspoon rose water or 8 to 9 strands of saffron, optional)"", ""source_position"": 5}]","[{""step_number"": 1, ""instruction"": ""Add the cashews to a spice grinder, blender or a mixer-grinder. Use cashews that are at room temperature and not refrigerated ones.""}, {""step_number"": 2, ""instruction"": ""Grind the kaju to a smooth and fine powder, but make sure you don't over do the grinding process as fat should not release from the cashews.""}, {""step_number"": 3, ""instruction"": ""Remember to grind in short intervals. The cashews should be in powder form and not become pasty or buttery like cashew butter.""}, {""step_number"": 4, ""instruction"": ""If there are tiny pieces in the cashew powder, then just let them be. Or opt to sieve the cashew powder and set aside. Use a medium fine sieve and not a fine one to sift the powdered cashews.""}, {""step_number"": 5, ""instruction"": ""On a low flame heat sugar and water in a thick bottomed or non stick pan or kadai.""}, {""step_number"": 6, ""instruction"": ""Meanwhile grease a plate or a tray and keep aside or keep butter papers ready.""}, {""step_number"": 7, ""instruction"": ""When all the sugar has dissolved in the water, add the cashew powder. There is no consistency in the sugar syrup required like one string or two string. Simply let the sugar dissolve in the water and then proceed with the next step.""}, {""step_number"": 8, ""instruction"": ""Mix and keep on stirring the cashew mixture non-stop on a low flame.""}, {""step_number"": 9, ""instruction"": ""The cashew mixture would start thickening.""}, {""step_number"": 10, ""instruction"": ""Cook the kaju mixture for approx 7 to 9 minutes until the whole dough starts to come together.""}, {""step_number"": 11, ""instruction"": ""Remove the whole lump of the kaju dough from the pan and place it on your work surface or in a bowl or plate.""}, {""step_number"": 12, ""instruction"": ""Add the rose petals and ghee or oil to the cashew mixture.""}, {""step_number"": 13, ""instruction"": ""When the heat in the dough is hot enough to handle, then knead the cashew mixture lightly.""}, {""step_number"": 14, ""instruction"": ""Flatten the dough and place it on a butter paper or on a greased plate or tray.""}, {""step_number"": 15, ""instruction"": ""Place a butter paper on top and then using a rolling pin, roll gently the dough from all sides till you reach a thickness of 3 to 5 mm in the dough.""}, {""step_number"": 16, ""instruction"": ""Remove the butter paper and let the rolled dough cool.""}, {""step_number"": 17, ""instruction"": ""When completely cooled, using a sharp knife cut the cashew dough giving square or diamond shapes.""}, {""step_number"": 18, ""instruction"": ""Gently remove the kaju barfi with a butter knife.""}, {""step_number"": 19, ""instruction"": ""Serve the kaju katli straight away or keep in an airtight container.""}]"
Gulab Jamun Recipe,veg_recipes_of_india_web,https://www.vegrecipesofindia.com/gulab-jamun-recipe-with-khoya/,20,35,10,45,https://www.vegrecipesofindia.com/wp-content/uploads/2022/10/gulab-jamun-recipe-01.jpg,"[{""raw_text"": ""1 cup (200 grams) Khoya ((mawa))"", ""source_position"": 1}, {""raw_text"": ""¾ cup (100 grams) grated paneer ((Indian cottage cheese))"", ""source_position"": 2}, {""raw_text"": ""3 tablespoons all-purpose flour"", ""source_position"": 3}, {""raw_text"": ""2 tablespoons sooji ((rava or semolina), finer variety)"", ""source_position"": 4}, {""raw_text"": ""4 green cardamoms (- powdered in a mortar-pestle or ½ teaspoon cardamom powder)"", ""source_position"": 5}, {""raw_text"": ""1 tablespoon milk (or add as required)"", ""source_position"": 6}, {""raw_text"": ""¼ teaspoon baking powder"", ""source_position"": 7}, {""raw_text"": ""oil (for deep frying - as required)"", ""source_position"": 8}, {""raw_text"": ""1.75 cups (250 grams) sugar"", ""source_position"": 9}, {""raw_text"": ""1 cup water"", ""source_position"": 10}, {""raw_text"": ""1 tablespoon rose water"", ""source_position"": 11}, {""raw_text"": ""1 tablespoon milk ((optional) - *read notes)"", ""source_position"": 12}]","[{""step_number"": 1, ""instruction"": ""Take 1 cup khoya or mawa (200 grams) in a bowl. Soft khoya also known as ‘daap ka khoya’ or ‘chikna khoya’ is used. This is a soft khoya, so it mashes and kneads very well.""}, {""step_number"": 2, ""instruction"": ""Mash khoya very well, ensuring there are no lumps or small bits lurking.""}, {""step_number"": 3, ""instruction"": ""Then add ¾ cup (100 grams) grated paneer, 2 tablespoons fine rava (semolina), 2 tablespoons all-purpose flour, ¼ teaspoon baking powder and ½ teaspoon cardamom powder to the mashed khoya.""}, {""step_number"": 4, ""instruction"": ""Mix well.""}, {""step_number"": 5, ""instruction"": ""Add 1 tablespoon milk and gather together to form a dough with milk. Don’t knead, just gently mix.""}, {""step_number"": 6, ""instruction"": ""If you are unable to form balls or if the mixture appears dry, then add a few teaspoons of milk and mix again. Cover the dough and set aside for 30 minutes.""}, {""step_number"": 7, ""instruction"": ""First, the oil has to be heated till it is medium hot. Then reduce flame to a medium-low or low and wait for a minute. Start by testing just a single gulab jamun to make sure that the oil is hot enough to bubble, but not so hot that the outsides get cooked before the insides get a chance.""}, {""step_number"": 8, ""instruction"": ""If the oil is very hot, then the balls get browned quickly with the inside portion being under cooked.""}, {""step_number"": 9, ""instruction"": ""Traditionally gulab jamun are fried in ghee. You can go the traditional way if you want, or just fry them in a neutral oil as I have done.""}, {""step_number"": 10, ""instruction"": ""Then add grated paneer, rava (sooji), all purpose flour (maida), baking powder and cardamom powder to the mashed khoya.""}, {""step_number"": 11, ""instruction"": ""Mix well. Add milk and gather together to form a dough with milk. Don’t knead.""}, {""step_number"": 12, ""instruction"": ""Just gently mix. If you are unable to form balls or if the mixture appears dry, then add a few teaspoons of milk. Cover the dough and keep aside for 30 mins.""}, {""step_number"": 13, ""instruction"": ""Dissolve sugar in water. Heat the sugar solution till it become sticky. You just need to switch off the fire before the syrup reaches a one thread consistency.""}, {""step_number"": 14, ""instruction"": ""Add rose water and stir. Keep the sugar solution aside. On cooling if the sugar syrup crystallizes, then just add 2 to 3 tbsp water and warm the syrup again. It will again return to a liquid state.""}, {""step_number"": 15, ""instruction"": ""Meanwhile, while the sugar syrup is cooking, heat oil till its medium hot. Lower the flame and wait for a minute. Then gently place the dough balls in the oil.""}, {""step_number"": 16, ""instruction"": ""Remove the fried jamun and then drain them on kitchen paper towels to remove excess oil.""}, {""step_number"": 17, ""instruction"": ""Then place the hot fried dough balls in the sugar syrup. Continue frying the rest of the dough balls in batches.""}, {""step_number"": 18, ""instruction"": ""When all the jamuns are placed in the sugar syrup, then keep the whole pan with the sugar syrup and the gulab jamun, on a low heat for 1 to 2 minutes till the jamun become soft.""}, {""step_number"": 19, ""instruction"": ""Heating helps the gulab jamun to absorb the syrup and become soft. The jamun increase a bit in size. Don’t overcook as then the jamun can break.""}, {""step_number"": 20, ""instruction"": ""Use a large pan, so that the jamuns are not overcrowded and you can easily stir them gently while they are simmering.""}, {""step_number"": 21, ""instruction"": ""Serve gulab jamun warm or at room temperature. You can also chill them and serve them cold. Garnish with rose petals or almond slivers.""}]"
Curd Rice Recipe (Thayir Sadam | Daddojanam),veg_recipes_of_india_web,https://www.vegrecipesofindia.com/curd-rice/,3,15,5,20,https://www.vegrecipesofindia.com/wp-content/uploads/2016/07/curd-rice-2.jpg,"[{""raw_text"": ""½ cup rice (- 100 grams, any short grained to medium-grained rice)"", ""source_position"": 1}, {""raw_text"": ""1.5 cups water (- for pressure cooking)"", ""source_position"": 2}, {""raw_text"": ""1 cup curd ((yogurt) - 250 grams)"", ""source_position"": 3}, {""raw_text"": ""¼ cup milk (- optional)"", ""source_position"": 4}, {""raw_text"": ""1 green chilli (chopped or ½ teaspoon)"", ""source_position"": 5}, {""raw_text"": ""1 teaspoon ginger (- finely chopped)"", ""source_position"": 6}, {""raw_text"": ""1 teaspoon curry leaves (- finely chopped or 4 to 5 curry leaves, chopped)"", ""source_position"": 7}, {""raw_text"": ""1 tablespoon coriander leaves ((cilantro), chopped)"", ""source_position"": 8}, {""raw_text"": ""1 tablespoon sesame oil ((gingelly oil))"", ""source_position"": 9}, {""raw_text"": ""½ teaspoon mustard seeds"", ""source_position"": 10}, {""raw_text"": ""½ teaspoon urad dal ((husked and split black gram dal) - optional)"", ""source_position"": 11}, {""raw_text"": ""5 to 6 curry leaves (- chopped or kept whole)"", ""source_position"": 12}, {""raw_text"": ""⅛ teaspoon asafoetida ((hing))"", ""source_position"": 13}, {""raw_text"": ""1 to 2 tablespoons pomegranate arils (- optional, sweet grapes can also be added instead)"", ""source_position"": 14}, {""raw_text"": ""1 tablespoon coriander leaves (- chopped)"", ""source_position"": 15}]","[{""step_number"": 1, ""instruction"": ""Rinse ½ cup rice a couple of times in water. Use any variety of regular rice. I used sona masuri rice.""}, {""step_number"": 2, ""instruction"": ""Then, add the rice in a 2 liter stovetop pressure cooker.""}, {""step_number"": 3, ""instruction"": ""I have cooked the rice in a pressure cooker, but opt to cook in a pan on the stovetop or in the Instant Pot adding water as required.""}, {""step_number"": 4, ""instruction"": ""Add 1.5 cups water and stir to mix.""}, {""step_number"": 5, ""instruction"": ""Pressure cook rice on medium heat for 5 to 6 whistles, 8 to 9 minutes or till the rice grains are cooked and softened well.""}, {""step_number"": 6, ""instruction"": ""When the pressure settles down naturally in the cooker, then only remove the lid and check the doneness of rice.""}, {""step_number"": 7, ""instruction"": ""The rice has to be softer than what we cook on a daily basis. Basically the grains should have a mushy texture after getting cooked.""}, {""step_number"": 8, ""instruction"": ""With a spoon or masher, mash the rice. Close the cooker and allow the rice to cool down.""}, {""step_number"": 9, ""instruction"": ""Take the mashed rice in a mixing bowl or you can even keep in the cooker if you want. Cover and let the rice become lukewarm or come to room temperature.""}, {""step_number"": 10, ""instruction"": ""Rinse the rice grains a couple of times in water. Then add the rice in a 2-litre stovetop pressure cooker.""}, {""step_number"": 11, ""instruction"": ""Add 1.5 cups water. Stir and mix very well.""}, {""step_number"": 12, ""instruction"": ""Pressure cook rice on medium heat for 5 to 6 whistles or 8 to 9 minutes till the rice is cooked and softened very well.""}, {""step_number"": 13, ""instruction"": ""When the pressure settles down on its own, remove the lid and check the doneness of rice. The rice has to be more softer than what we cook on a daily basis and look mushy.""}, {""step_number"": 14, ""instruction"": ""With a spoon or vegetable masher, mash the rice. Close the cooker and allow the rice to become lukewarm or come at room temperature.""}, {""step_number"": 15, ""instruction"": ""When the rice becomes comes at room temperature and has completely cooled, add fresh curd and milk.""}, {""step_number"": 16, ""instruction"": ""Mix again very well and break lumps if any. You can either use the spoon or masher while breaking the lumps.""}, {""step_number"": 17, ""instruction"": ""Add finely chopped ginger, finely chopped curry leaves, chopped green chilies and chopped coriander leaves.""}, {""step_number"": 18, ""instruction"": ""Instead of adding ginger and curry leaves to the rice, you can also fry them in the tempering.""}, {""step_number"": 19, ""instruction"": ""Add salt. Mix very well. Keep aside.""}, {""step_number"": 20, ""instruction"": ""Heat a small pan or tadka pan and add sesame oil in it. You can use peanut oil or sunflower oil instead of sesame oil.""}, {""step_number"": 21, ""instruction"": ""When the oil becomes hot, lower the heat. Add mustard seeds.""}, {""step_number"": 22, ""instruction"": ""Then add urad dal. Urad dal is optional and can be skipped.""}, {""step_number"": 23, ""instruction"": ""Fry on a low heat stirring often till the urad dal becomes golden.""}, {""step_number"": 24, ""instruction"": ""Lastly add the add curry leaves and asafoetida. Mix very well.""}, {""step_number"": 25, ""instruction"": ""Switch off the heat and immediately pour the tempering in the curd rice mixture. Again mix very well.""}, {""step_number"": 26, ""instruction"": ""Serve Curd Rice topped with a few coriander leaves or pomegranate arils or grapes. You can skip the fruits too and just serve curd rice as is. You can also serve with fried sun dried green chillies or any South Indian mango pickle.""}]"
Tomato Rice Recipe,veg_recipes_of_india_web,https://www.vegrecipesofindia.com/tomato-rice-recipe-easy-tomato-rice/,3,20,20,40,https://www.vegrecipesofindia.com/wp-content/uploads/2025/07/tomato-rice-1.jpg,"[{""raw_text"": ""1 heaped cup basmati rice (or any regular rice)"", ""source_position"": 1}, {""raw_text"": ""water (- as required)"", ""source_position"": 2}, {""raw_text"": ""1 cup or 3 medium (200 grams) tomatoes (- finely chopped & tightly packed)"", ""source_position"": 3}, {""raw_text"": ""⅓ cup or 1 medium-sized onions (- finely chopped)"", ""source_position"": 4}, {""raw_text"": ""1.5 teaspoons ginger garlic paste (or 1 inch ginger + 5 to 6 small to medium garlic crushed in mortar-pestle)"", ""source_position"": 5}, {""raw_text"": ""½ teaspoon green chilli (- chopped or swap with serrano pepper)"", ""source_position"": 6}, {""raw_text"": ""½ teaspoon mustard seeds"", ""source_position"": 7}, {""raw_text"": ""4 to 5 fenugreek seeds ((methi seeds) - optional)"", ""source_position"": 8}, {""raw_text"": ""½ inch true cinnamon"", ""source_position"": 9}, {""raw_text"": ""2 green cardamoms"", ""source_position"": 10}, {""raw_text"": ""2 to 3 cloves"", ""source_position"": 11}, {""raw_text"": ""6 to 7 curry leaves ((medium-sized))"", ""source_position"": 12}, {""raw_text"": ""¼ teaspoon turmeric powder"", ""source_position"": 13}, {""raw_text"": ""½ teaspoon red chilli powder"", ""source_position"": 14}, {""raw_text"": ""½ teaspoon black pepper powder (or crushed black pepper)"", ""source_position"": 15}, {""raw_text"": ""½ teaspoon coriander powder ((ground coriander))"", ""source_position"": 16}, {""raw_text"": ""1 teaspoon cumin powder ((ground cumin))"", ""source_position"": 17}, {""raw_text"": ""½ tablespoon mint leaves (- chopped)"", ""source_position"": 18}, {""raw_text"": ""¼ cup coriander leaves (- chopped (cilantro))"", ""source_position"": 19}, {""raw_text"": ""1.5 to 1.75 cups water (or add as required)"", ""source_position"": 20}, {""raw_text"": ""2 tablespoons oil (- any neutral oil )"", ""source_position"": 21}, {""raw_text"": ""salt ( as required)"", ""source_position"": 22}]","[{""step_number"": 1, ""instruction"": ""This recipe is simple and quick. First up, rinse your basmati (or other long grain rice) under water until the water comes out clear. Now soak your rice in fresh water for 20 to 30 minutes, then drain the rice and set it aside.""}, {""step_number"": 2, ""instruction"": ""Tip: Do not skip this step! Rinsing the rice removes surface starches that can cause the rice to become gummy while cooking. Soaking gives the rice the opportunity to cook more evenly and will ensure you don’t get any half cooked pieces.""}, {""step_number"": 3, ""instruction"": ""When the rice grains are soaking, prep the remaining ingredients. Finely chop onions, tomatoes, green chillies and coriander leaves. Make a paste of ginger and garlic is a mortar-pestle. Set aside the spices and curry leaves.""}, {""step_number"": 4, ""instruction"": ""Rinse basmati rice or any regular rice for a couple of times in water.""}, {""step_number"": 5, ""instruction"": ""Then soak the rice in water for 20 to 30 minutes. Later drain the rice and keep aside.""}, {""step_number"": 6, ""instruction"": ""Chop the tomatoes, onions and green chillies finely. Peel and crush the ginger-garlic in a mortar pestle. Also, chop the mint and coriander leaves""}, {""step_number"": 7, ""instruction"": ""In a 3 litre stovetop pressure cooker, heat the oil. Keep the heat to a low and add mustard seeds and crackle them.""}, {""step_number"": 8, ""instruction"": ""Next add fenugreek seeds and just lightly fry for a couple of seconds without burning them.""}, {""step_number"": 9, ""instruction"": ""Next add finely chopped onions and cinnamon, cardamoms and cloves.""}, {""step_number"": 10, ""instruction"": ""Stir and sauté until the onions turn translucent and soften.""}, {""step_number"": 11, ""instruction"": ""Add the ginger-garlic paste, chopped green chilies and curry leaves.""}, {""step_number"": 12, ""instruction"": ""Stir and sauté for some seconds until the raw aroma of ginger-garlic dissipates.""}, {""step_number"": 13, ""instruction"": ""Next add chopped mint leaves and coriander leaves.""}, {""step_number"": 14, ""instruction"": ""Stir and saute for a minute.""}, {""step_number"": 15, ""instruction"": ""Keep heat to a low or switch off the heat. Add the finely chopped tomatoes and turmeric powder, red chilli powder, black pepper powder or crushed black pepper, coriander powder and cumin powder. Add this point, you could also add ½ teaspoon of Sambar Masala if you like.""}, {""step_number"": 16, ""instruction"": ""Mix very well and sauté the tomatoes until they soften and become pulpy with oil releasing from the sides.""}, {""step_number"": 17, ""instruction"": ""Add the soaked rice. Gently mix the rice with the tomato mixture very well. Sauté for a minute.""}, {""step_number"": 18, ""instruction"": ""Add 1.75 cups water. For a more softer consistency in the rice, you can also add 2 cups water.""}, {""step_number"": 19, ""instruction"": ""Cover and pressure cook tomato rice for 2 whistles on medium heat or about 10 to 11 minutes. To get a softer rice, you can also pressure cook for 3 whistles.""}, {""step_number"": 20, ""instruction"": ""When the pressure settles down on its own. Then remove the lid and gently fluff the tomato rice.""}, {""step_number"": 21, ""instruction"": ""Serve tomato rice with appalams or chips or with a side of your preferred raita or plain curd (yogurt).""}]"
Lemon Rice Recipe (Chitranna),veg_recipes_of_india_web,https://www.vegrecipesofindia.com/lemon-rice/,3,20,5,25,https://www.vegrecipesofindia.com/wp-content/uploads/2020/12/lemon-rice-2.jpg,"[{""raw_text"": ""1 cup rice ((heaped) or 3 to 4 cups cooked rice)"", ""source_position"": 1}, {""raw_text"": ""1.75 to 2 cups water"", ""source_position"": 2}, {""raw_text"": ""¼ teaspoon salt (or add as required)"", ""source_position"": 3}, {""raw_text"": ""1.5 to 2 tablespoons lemon juice (or add as required)"", ""source_position"": 4}, {""raw_text"": ""1 teaspoon mustard seeds"", ""source_position"": 5}, {""raw_text"": ""1 teaspoon urad dal ((spilt and skinned black gram))"", ""source_position"": 6}, {""raw_text"": ""2 dry red chilies (- preferably seeds removed)"", ""source_position"": 7}, {""raw_text"": ""1 teaspoon chopped green chilies (or 1 to 2 green chillies - chopped)"", ""source_position"": 8}, {""raw_text"": ""12 to 15 curry leaves"", ""source_position"": 9}, {""raw_text"": ""1 generous pinch asafoetida ((hing))"", ""source_position"": 10}, {""raw_text"": ""½ teaspoon turmeric powder"", ""source_position"": 11}, {""raw_text"": ""1 tablespoon cashews (- halved or chopped (optional))"", ""source_position"": 12}, {""raw_text"": ""¼ cup peanuts (- optional)"", ""source_position"": 13}, {""raw_text"": ""3 tablespoons sesame oil ((gingelly oil) or any neutral oil)"", ""source_position"": 14}, {""raw_text"": ""salt (as required)"", ""source_position"": 15}]","[{""step_number"": 1, ""instruction"": ""First rinse 1 cup heaped rice a couple of times and then soak in enough water for about 20 to 30 minutes. You can use short grained rice or a long grained rice like basmati. In my step-by-step photo guide, I have added short grained rice. In the video, basmati rice is used.""}, {""step_number"": 2, ""instruction"": ""Then drain all the water from the soaked rice. Add rice in a 2-litre or 3-litre stovetop pressure cooker. Add ¼ teaspoon salt or add salt as required.""}, {""step_number"": 3, ""instruction"": ""Add 1.75 to 2 cups water.""}, {""step_number"": 4, ""instruction"": ""Pressure cook rice for 8 to 10 minutes or for 2 to 3 whistles on a medium to medium-high heat. When the pressure settles down on its own in the cooker, then only open the lid. You can even cook rice in a pan or in the Instant Pot. Follow the steps as listed below:""}, {""step_number"": 5, ""instruction"": ""Pan method: Take rice, salt and 2 cups water in a pan. Cover and simmer until all the water has been absorbed and rice grains are tender and fluffy. Check when the rice is simmering and if the water has dried up with rice grains undercooked, add some more hot water and continue to cook.""}, {""step_number"": 6, ""instruction"": ""Instant Pot method: Add rice, salt and 1 or 1.25 cups water (depending on rice type and quality) in the steel insert of a 6 quart IP. Pressure cook for 5 minutes on high. Do a quick pressure release after 5 minutes.""}, {""step_number"": 7, ""instruction"": ""Empty the cooked rice in a bowl or plate and set aside so that it becomes warm or cool at room temperature. You can also fluff the cooked rice and let it cool in the cooker itself.""}, {""step_number"": 8, ""instruction"": ""heaped cup of raw rice will yield 3 to 4 cups of cooked rice. However, this can very depending on the type of rice.""}, {""step_number"": 9, ""instruction"": ""Squeeze juice from 1 lime or 1 small lemon into a small bowl. You will need about 1.5 to 2 tablespoons lime or lemon juice. If you want a more tangy taste, then you can add more lemon juice. Set aside.""}, {""step_number"": 10, ""instruction"": ""Rinse rice grains a couple of times and soak in enough water for 20 to 30 minutes.""}, {""step_number"": 11, ""instruction"": ""Then drain all the water from the soaked rice.""}, {""step_number"": 12, ""instruction"": ""Cook rice in a 2-litre or 3-litre pressure cooker with salt and 1.75 to 2 cups water for 2 to 3 whistles or 8 to 10 minutes on medium to medium-high heat.""}, {""step_number"": 13, ""instruction"": ""When the pressure settles down on its own in the cooker, remove the lid. Remove the cooked rice in a plate or in a bowl.""}, {""step_number"": 14, ""instruction"": ""Let the cooked rice become warm or cool at room temperature""}, {""step_number"": 15, ""instruction"": ""Take rice, salt and 2 cups water in a pan. Cover and simmer until all the water has been absorbed and rice grains are tender and fluffy.""}, {""step_number"": 16, ""instruction"": ""Do keep a check when rice is simmering and if the water has dried leaving the rice grains undercooked, add some more hot water and continue to cook.""}, {""step_number"": 17, ""instruction"": ""Place the cooked rice in a tray or bowl to cool it.""}, {""step_number"": 18, ""instruction"": ""Add rice, salt and 1 or 1.25 cups water (depending on rice type and quality) in the steel insert of a 6 quart IP.""}, {""step_number"": 19, ""instruction"": ""Pressure cook for 5 minutes on high. Do a quick pressure release after 5 minutes.""}, {""step_number"": 20, ""instruction"": ""Empty the cooked rice in a plate or bowl to cool at room temperature.""}, {""step_number"": 21, ""instruction"": ""In a small frying pan, heat 2 tablespoons sesame oil. First fry the peanuts until crunchy and then set them aside.""}, {""step_number"": 22, ""instruction"": ""In the same oil, then fry cashews until golden. Remove and set aside.""}, {""step_number"": 23, ""instruction"": ""Now add 1 tablespoon sesame oil in the same pan. Keep the flame to a low.""}, {""step_number"": 24, ""instruction"": ""Add the mustard seeds and let them crackle. Once the mustard seeds begin to crackle, add the urad dal.""}, {""step_number"": 25, ""instruction"": ""Fry until the urad dal turns golden. Fry everything on a low flame, so that the lentils do not burn.""}, {""step_number"": 26, ""instruction"": ""Then add the red chilies, green chilies (chopped) and curry leaves. Sauté for a few seconds until the red chilies change color.""}, {""step_number"": 27, ""instruction"": ""Switch off the heat and add the asafoetida and turmeric powder. Mix very well""}, {""step_number"": 28, ""instruction"": ""Immediately pour this tempering mixture on cooked and cooled rice. Add the fried peanuts and cashews, lemon juice, salt. Mix very well.""}, {""step_number"": 29, ""instruction"": ""Keep the bowl or pan covered for the flavors to blend for 4 to 5 minutes.""}, {""step_number"": 30, ""instruction"": ""Then serve the lemon rice.""}, {""step_number"": 31, ""instruction"": ""While serving you can choose to garnish chitranna with some chopped coriander leaves (cilantro).""}, {""step_number"": 32, ""instruction"": ""Serve lemon rice with pappadums or with a side vegetable salad or even coconut chutney also goes great with this dish.""}, {""step_number"": 33, ""instruction"": ""It can also be packed in the tiffin box. As lemon rice can be served at room temperature, it also makes a great picnic lunch item. It’s a light dish and you can have it as a light lunch or breakfast too.""}]"
