title,description,source_url,ingredients,steps,image
Besan Ladoo (Easy Besan ke Laddu Recipe),"Besan Ladoo, also known as Besan Ke Laddu, is a popular North Indian sweet made with gram flour (besan), ghee and powdered sugar. The besan is slow-roasted in ghee until golden and aromatic, then mixed with sugar and shaped into round laddus. These rich and melt-in-the-mouth sweets are commonly prepared during festive occasions.",https://www.vegrecipesofindia.com/besan-ladoo-recipe-easy-besan-ladoos/,"2 cups gram flour ((besan) - 200 grams) | ½ cup ghee ((clarified butter) - 125 grams, add more ghee, if required) | 1 cup powdered sugar | 1  teaspoon  cardamom powder (or 5 to 6 green cardamoms, powdered in a mortar-pestle ) | 1 to 2 tablespoons golden raisins (- chopped) | 10 to 12  cashews (- finely chopped)","Take a heavy kadai or wok or pan and keep on a low heat. Add 2 cups besan (200 grams) in the kadai. | Begin to dry roast besan on low to medium-low heat. | Stir often so that besan gets browned evenly and does not burn. When you begin to roast besan, you will see small lumps in the flour. These lumps disappear later. | Below you can see, the besan which has been roasting for 12 mins. You can see the color has changed as compared to what it was in the beginning. | Dry roast the besan in a heavy kadai or pan on low to medium-low heat for about 10 to 12 minutes. | Keep on stirring continuously right from the beginning. So that the besan is not burned and cooks evenly. | After 12 minutes of total roasting time, add the ghee. | Mix very well and continue roasting the besan for some more 12 to 15 minutes stirring non-stop. | You will see that the mixture will start releasing ghee and will give a nice fragrant nutty aroma. Some ghee will float on top and and you will see a molten lava kind of consistency where the ghee is floating. The mixture will also loose sides of the pan and become one. These are the signs that the besan is fully cooked. Once you see these signs, you can move on to the next step. | Remove the pan from the stove-top and place it on your kitchen countertop. Add powdered sugar. | Begin to mix with all the strength from your hands. You have to mix this part vigorously so that the powdered sugar melts in the roasted besan and ghee mixture and no lumps are formed. | Add the powdered cardamom, raisins and cashews. Mix again. | Once you have mixed the ladoo mixture well then let it become lukewarm or cool at room temperature. | When cooled, make small or medium-sized besan ladoo and store them in an airtight steel container. If you are not able to shape in balls then freeze the mixture for 5 minutes or refrigerate for 20 minutes. Depending on the quality and consistency of ghee as well as the room temperature you may be able to easily shape these or not. | Serve besan ladoo garnished with some nuts. | Besan laddu keeps well at room temperature for a month. Keep in a clean covered jar or container in a cool dry place. You can use a steel jar. | You can refrigerate these. But on refrigerating the ghee in the laddu solidifies making them dense or hard. So before serving, let them thaw completely.",https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/besan-ladoo-1.jpg
Kaju Katli Recipe | How to make Kaju Barfi,"These Kaju Katli are the way they are actually meant to be - thin, smooth, melt in the mouth slices of cashew goodness. A popular Indian sweet made with cashews, sugar and water.",https://www.vegrecipesofindia.com/kaju-katli-recipe-kaju-katli/,"1 cup/160  grams cashews ((whole), at room temperature) | ½ cup/100  grams sugar | 5 tablespoons water | 1 tablespoon ghee (or coconut oil or any neutral tasting oil, optional) | 1 teaspoon chopped rose petals (or 1 teaspoon rose water or 8 to 9 strands of saffron, optional)","Add the cashews to a spice grinder, blender or a mixer-grinder. Use cashews that are at room temperature and not refrigerated ones. | Grind the kaju to a smooth and fine powder, but make sure you don&#039;t over do the grinding process as fat should not release from the cashews. | Remember to grind in short intervals. The cashews should be in powder form and not become pasty or buttery like cashew butter. | If there are tiny pieces in the cashew powder, then just let them be. Or opt to sieve the cashew powder and set aside. Use a medium fine sieve and not a fine one to sift the powdered cashews. | On a low flame heat sugar and water in a thick bottomed or non stick pan or kadai. | Meanwhile grease a plate or a tray and keep aside or keep butter papers ready. | When all the sugar has dissolved in the water, add the cashew powder. There is no consistency in the sugar syrup required like one string or two string. Simply let the sugar dissolve in the water and then proceed with the next step. | Mix and keep on stirring the cashew mixture non-stop on a low flame. | The cashew mixture would start thickening. | Cook the kaju mixture for approx 7 to 9 minutes until the whole dough starts to come together. | Remove the whole lump of the kaju dough from the pan and place it on your work surface or in a bowl or plate. | Add the rose petals and ghee or oil to the cashew mixture. | When the heat in the dough is hot enough to handle, then knead the cashew mixture lightly. | Flatten the dough and place it on a butter paper or on a greased plate or tray. | Place a butter paper on top and then using a rolling pin, roll gently the dough from all sides till you reach a thickness of 3 to 5 mm in the dough. | Remove the butter paper and let the rolled dough cool. | When completely cooled, using a sharp knife cut the cashew dough giving square or diamond shapes. | Gently remove the kaju barfi with a butter knife. | Serve the kaju katli straight away or keep in an airtight container.",https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/kaju-katli-recipe-4-1.jpg
Gulab Jamun Recipe,"Delicious Gulab Jamun Recipe made with khoya or mawa (milk solids,) paneer and sugar in the traditional way. Gulab Jamun is a popular Indian sweet and this recipe is the classic traditional method of making these treats.",https://www.vegrecipesofindia.com/gulab-jamun-recipe-with-khoya/,"1 cup (200 grams) Khoya ((mawa)) | ¾ cup (100 grams) grated paneer ((Indian cottage cheese)) | 3 tablespoons all-purpose flour | 2 tablespoons sooji ((rava or semolina), finer variety) | 4  green cardamoms (- powdered in a mortar-pestle or ½ teaspoon cardamom powder) | 1 tablespoon milk (or add as required) | ¼ teaspoon baking powder | oil (for deep frying - as required) | 1.75 cups (250 grams) sugar | 1 cup water | 1 tablespoon rose water | 1 tablespoon milk ((optional) - *read notes)","Take 1 cup khoya or mawa (200 grams) in a bowl. Soft khoya also known as ‘daap ka khoya’ or ‘chikna khoya’ is used. This is a soft khoya, so it mashes and kneads very well. | Mash khoya very well, ensuring there are no lumps or small bits lurking. | Then add ¾ cup (100 grams) grated paneer, 2 tablespoons fine rava (semolina), 2 tablespoons all-purpose flour, ¼ teaspoon baking powder and ½ teaspoon cardamom powder to the mashed khoya. | Mix well. | Add 1 tablespoon milk and gather together to form a dough with milk. Don’t knead, just gently mix. | If you are unable to form balls or if the mixture appears dry, then add a few teaspoons of milk and mix again. Cover the dough and set aside for 30 minutes. | First, the oil has to be heated till it is medium hot. Then reduce flame to a medium-low or low and wait for a minute. Start by testing just a single gulab jamun to make sure that the oil is hot enough to bubble, but not so hot that the outsides get cooked before the insides get a chance. | If the oil is very hot, then the balls get browned quickly with the inside portion being under cooked. | Traditionally gulab jamun are fried in ghee. You can go the traditional way if you want, or just fry them in a neutral oil as I have done. | Then add grated paneer, rava (sooji), all purpose flour (maida), baking powder and cardamom powder to the mashed khoya. | Mix well. Add milk and gather together to form a dough with milk. Don’t knead. | Just gently mix. If you are unable to form balls or if the mixture appears dry, then add a few teaspoons of milk. Cover the dough and keep aside for 30 mins. | Dissolve sugar in water. Heat the sugar solution till it become sticky. You just need to switch off the fire before the syrup reaches a one thread consistency. | Add rose water and stir. Keep the sugar solution aside. On cooling if the sugar syrup crystallizes, then just add 2 to 3 tbsp water and warm the syrup again. It will again return to a liquid state. | Meanwhile, while the sugar syrup is cooking, heat oil till its medium hot. Lower the flame and wait for a minute. Then gently place the dough balls in the oil. | Remove the fried jamun and then drain them on kitchen paper towels to remove excess oil. | Then place the hot fried dough balls in the sugar syrup. Continue frying the rest of the dough balls in batches. | When all the jamuns are placed in the sugar syrup, then keep the whole pan with the sugar syrup and the gulab jamun, on a low heat for 1 to 2 minutes till the jamun become soft. | Heating helps the gulab jamun to absorb the syrup and become soft. The jamun increase a bit in size. Don’t overcook as then the jamun can break. | Use a large pan, so that the jamuns are not overcrowded and you can easily stir them gently while they are simmering. | Serve gulab jamun warm or at room temperature. You can also chill them and serve them cold. Garnish with rose petals or almond slivers.",https://www.vegrecipesofindia.com/wp-content/uploads/2022/10/gulab-jamun-recipe-01.jpg
Curd Rice Recipe (Thayir Sadam | Daddojanam),"This Curd Rice recipe, also known as Thayir Sadam, Daddojanam or Bagala Bath, combines cooked rice with fresh curd (yogurt) and a tempering of mustard seeds, curry leaves and spices. The texture is soft and creamy with mild seasoning. It is a staple South Indian preparation served as a main dish or as part of a traditional meal.",https://www.vegrecipesofindia.com/curd-rice/,"½ cup rice (- 100 grams, any short grained to medium-grained rice) | 1.5 cups water (- for pressure cooking) | 1 cup curd ((yogurt) - 250 grams) | ¼ cup milk (- optional) | 1  green chilli (chopped or ½ teaspoon) | 1 teaspoon ginger (- finely chopped) | 1 teaspoon curry leaves (- finely chopped or 4 to 5 curry leaves, chopped) | 1 tablespoon coriander leaves ((cilantro), chopped) | 1 tablespoon sesame oil ((gingelly oil)) | ½ teaspoon mustard seeds | ½ teaspoon urad dal ((husked and split black gram dal) - optional) | 5 to 6  curry leaves (- chopped or kept whole) | ⅛ teaspoon asafoetida ((hing)) | 1 to 2 tablespoons pomegranate arils (- optional, sweet grapes can also be added instead) | 1 tablespoon coriander leaves (- chopped)","Rinse ½ cup rice a couple of times in water. Use any variety of regular rice. I used sona masuri rice. | Then, add the rice in a 2 liter stovetop pressure cooker. | I have cooked the rice in a pressure cooker, but opt to cook in a pan on the stovetop or in the Instant Pot adding water as required. | Add 1.5 cups water and stir to mix. | Pressure cook rice on medium heat for 5 to 6 whistles, 8 to 9 minutes or till the rice grains are cooked and softened well. | When the pressure settles down naturally in the cooker, then only remove the lid and check the doneness of rice. | The rice has to be softer than what we cook on a daily basis. Basically the grains should have a mushy texture after getting cooked. | With a spoon or masher, mash the rice. Close the cooker and allow the rice to cool down. | Take the mashed rice in a mixing bowl or you can even keep in the cooker if you want. Cover and let the rice become lukewarm or come to room temperature. | Rinse the rice grains a couple of times in water. Then add the rice in a 2-litre stovetop pressure cooker. | Add 1.5 cups water. Stir and mix very well. | Pressure cook rice on medium heat for 5 to 6 whistles or 8 to 9 minutes till the rice is cooked and softened very well. | When the pressure settles down on its own, remove the lid and check the doneness of rice. The rice has to be more softer than what we cook on a daily basis and look mushy. | With a spoon or vegetable masher, mash the rice. Close the cooker and allow the rice to become lukewarm or come at room temperature. | When the rice becomes comes at room temperature and has completely cooled, add fresh curd and milk. | Mix again very well and break lumps if any. You can either use the spoon or masher while breaking the lumps. | Add finely chopped ginger, finely chopped curry leaves, chopped green chilies and chopped coriander leaves. | Instead of adding ginger and curry leaves to the rice, you can also fry them in the tempering. | Add salt. Mix very well. Keep aside. | Heat a small pan or tadka pan and add sesame oil in it. You can use peanut oil or sunflower oil instead of sesame oil. | When the oil becomes hot, lower the heat. Add mustard seeds. | Then add urad dal. Urad dal is optional and can be skipped. | Fry on a low heat stirring often till the urad dal becomes golden. | Lastly add the add curry leaves and asafoetida. Mix very well. | Switch off the heat and immediately pour the tempering in the curd rice mixture. Again mix very well. | Serve Curd Rice topped with a few coriander leaves or pomegranate arils or grapes. You can skip the fruits too and just serve curd rice as is. You can also serve with fried sun dried green chillies or any South Indian mango pickle.",https://www.vegrecipesofindia.com/wp-content/uploads/2016/07/curd-rice-2.jpg
Tomato Rice Recipe,"Tomato Rice is a South Indian rice dish from Tamil Nadu, also known as Thakkali Sadam. It is made with rice cooked in a spiced tomato masala base tempered with mustard seeds, curry leaves, herbs, and spices. Tangy and mildly spicy, this one-pot meal is commonly served with raita or papad.",https://www.vegrecipesofindia.com/tomato-rice-recipe-easy-tomato-rice/,1 heaped cup basmati rice (or any regular rice) | water (- as required) | 1 cup or 3 medium (200 grams)  tomatoes (- finely chopped &amp; tightly packed) | ⅓ cup or 1 medium-sized  onions (- finely chopped) | 1.5 teaspoons ginger garlic paste (or 1 inch ginger + 5 to 6 small to medium garlic crushed in mortar-pestle) | ½  teaspoon green chilli (- chopped or swap with serrano pepper) | ½ teaspoon mustard seeds | 4 to 5  fenugreek seeds ((methi seeds) - optional) | ½ inch true cinnamon | 2  green cardamoms | 2 to 3  cloves | 6 to 7  curry leaves ((medium-sized)) | ¼ teaspoon turmeric powder | ½ teaspoon red chilli powder | ½ teaspoon black pepper powder (or crushed black pepper) | ½ teaspoon coriander powder ((ground coriander)) | 1 teaspoon cumin powder ((ground cumin)) | ½ tablespoon mint leaves (- chopped) | ¼ cup coriander leaves (- chopped (cilantro)) | 1.5 to 1.75 cups water (or add as required) | 2 tablespoons oil (- any neutral oil ) | salt ( as required),"This recipe is simple and quick. First up, rinse your basmati (or other long grain rice) under water until the water comes out clear. Now soak your rice in fresh water for 20 to 30 minutes, then drain the rice and set it aside. | Tip: Do not skip this step! Rinsing the rice removes surface starches that can cause the rice to become gummy while cooking. Soaking gives the rice the opportunity to cook more evenly and will ensure you don’t get any half cooked pieces. | When the rice grains are soaking, prep the remaining ingredients. Finely chop onions, tomatoes, green chillies and coriander leaves. Make a paste of ginger and garlic is a mortar-pestle. Set aside the spices and curry leaves. | Rinse basmati rice or any regular rice for a couple of times in water. | Then soak the rice in water for 20 to 30 minutes. Later drain the rice and keep aside. | Chop the tomatoes, onions and green chillies finely. Peel and crush the ginger-garlic in a mortar pestle. Also, chop the mint and coriander leaves | In a 3 litre stovetop pressure cooker, heat the oil. Keep the heat to a low and add mustard seeds and crackle them. | Next add fenugreek seeds and just lightly fry for a couple of seconds without burning them. | Next add finely chopped onions and cinnamon, cardamoms and cloves. | Stir and sauté until the onions turn translucent and soften. | Add the ginger-garlic paste, chopped green chilies and curry leaves. | Stir and sauté for some seconds until the raw aroma of ginger-garlic dissipates. | Next add chopped mint leaves and coriander leaves. | Stir and saute for a minute. | Keep heat to a low or switch off the heat. Add the finely chopped tomatoes and turmeric powder, red chilli powder, black pepper powder or crushed black pepper, coriander powder and cumin powder. Add this point, you could also add ½ teaspoon of Sambar Masala if you like. | Mix very well and sauté the tomatoes until they soften and become pulpy with oil releasing from the sides. | Add the soaked rice. Gently mix the rice with the tomato mixture very well. Sauté for a minute. | Add 1.75 cups water. For a more softer consistency in the rice, you can also add 2 cups water. | Cover and pressure cook tomato rice for 2 whistles on medium heat or about 10 to 11 minutes. To get a softer rice, you can also pressure cook for 3 whistles. | When the pressure settles down on its own. Then remove the lid and gently fluff the tomato rice. | Serve tomato rice with appalams or chips or with a side of your preferred raita or plain curd (yogurt).",https://www.vegrecipesofindia.com/wp-content/uploads/2025/07/tomato-rice-1.jpg
Lemon Rice Recipe (Chitranna),"Lemon Rice, also known as Chitranna or Nimmakaya Pulihora, is a South Indian rice dish made with cooked rice, lemon juice, nuts, herbs, and spices. The tempering and the lemon juice adds a nice tang as well as crunch, making it a simple and flavorful rice dish.",https://www.vegrecipesofindia.com/lemon-rice/,1 cup rice ((heaped) or 3 to 4 cups cooked rice) | 1.75 to 2 cups water | ¼   teaspoon salt (or add as required) | 1.5 to 2 tablespoons lemon juice (or add as required) | 1 teaspoon mustard seeds | 1 teaspoon urad dal ((spilt and skinned black gram)) | 2  dry red chilies (- preferably seeds removed) | 1 teaspoon chopped green chilies (or 1 to 2 green chillies - chopped) | 12 to 15  curry leaves | 1 generous pinch asafoetida ((hing)) | ½ teaspoon turmeric powder | 1 tablespoon cashews (- halved or chopped (optional)) | ¼ cup peanuts (- optional) | 3 tablespoons sesame oil ((gingelly oil) or any neutral oil) | salt (as required),"First rinse 1 cup heaped rice a couple of times and then soak in enough water for about 20 to 30 minutes. You can use short grained rice or a long grained rice like basmati. In my step-by-step photo guide, I have added short grained rice. In the video, basmati rice is used. | Then drain all the water from the soaked rice. Add rice in a 2-litre or 3-litre stovetop pressure cooker. Add ¼ teaspoon salt or add salt as required. | Add 1.75 to 2 cups water. | Pressure cook rice for 8 to 10 minutes or for 2 to 3 whistles on a medium to medium-high heat. When the pressure settles down on its own in the cooker, then only open the lid. You can even cook rice in a pan or in the Instant Pot. Follow the steps as listed below: | Pan method: Take rice, salt and 2 cups water in a pan. Cover and simmer until all the water has been absorbed and rice grains are tender and fluffy. Check when the rice is simmering and if the water has dried up with rice grains undercooked, add some more hot water and continue to cook. | Instant Pot method: Add rice, salt and 1 or 1.25 cups water (depending on rice type and quality) in the steel insert of a 6 quart IP. Pressure cook for 5 minutes on high. Do a quick pressure release after 5 minutes. | Empty the cooked rice in a bowl or plate and set aside so that it becomes warm or cool at room temperature. You can also fluff the cooked rice and let it cool in the cooker itself. | heaped cup of raw rice will yield 3 to 4 cups of cooked rice. However, this can very depending on the type of rice. | Squeeze juice from 1 lime or 1 small lemon into a small bowl. You will need about 1.5 to 2 tablespoons lime or lemon juice. If you want a more tangy taste, then you can add more lemon juice. Set aside. | Rinse rice grains a couple of times and soak in enough water for 20 to 30 minutes. | Then drain all the water from the soaked rice. | Cook rice in a 2-litre or 3-litre pressure cooker with salt and 1.75 to 2 cups water for 2 to 3 whistles or 8 to 10 minutes on medium to medium-high heat. | When the pressure settles down on its own in the cooker, remove the lid. Remove the cooked rice in a plate or in a bowl. | Let the cooked rice become warm or cool at room temperature | Take rice, salt and 2 cups water in a pan. Cover and simmer until all the water has been absorbed and rice grains are tender and fluffy. | Do keep a check when rice is simmering and if the water has dried leaving the rice grains undercooked, add some more hot water and continue to cook. | Place the cooked rice in a tray or bowl to cool it. | Add rice, salt and 1 or 1.25 cups water (depending on rice type and quality) in the steel insert of a 6 quart IP. | Pressure cook for 5 minutes on high. Do a quick pressure release after 5 minutes. | Empty the cooked rice in a plate or bowl to cool at room temperature. | In a small frying pan, heat 2 tablespoons sesame oil. First fry the peanuts until crunchy and then set them aside. | In the same oil, then fry cashews until golden. Remove and set aside. | Now add 1 tablespoon sesame oil in the same pan. Keep the flame to a low. | Add the mustard seeds and let them crackle. Once the mustard seeds begin to crackle, add the urad dal. | Fry until the urad dal turns golden. Fry everything on a low flame, so that the lentils do not burn. | Then add the red chilies, green chilies (chopped) and curry leaves. Sauté for a few seconds until the red chilies change color. | Switch off the heat and add the asafoetida and turmeric powder. Mix very well | Immediately pour this tempering mixture on cooked and cooled rice. Add the fried peanuts and cashews, lemon juice, salt. Mix very well. | Keep the bowl or pan covered for the flavors to blend for 4 to 5 minutes. | Then serve the lemon rice. | While serving you can choose to garnish chitranna with some chopped coriander leaves (cilantro). | Serve lemon rice with pappadums or with a side vegetable salad or even coconut chutney also goes great with this dish. | It can also be packed in the tiffin box. As lemon rice can be served at room temperature, it also makes a great picnic lunch item. It’s a light dish and you can have it as a light lunch or breakfast too.",https://www.vegrecipesofindia.com/wp-content/uploads/2020/12/lemon-rice-2.jpg
Paneer Biryani Recipe (Traditional Dum Cooked),"Paneer Biryani is a vegetarian dish of a mildly spiced, delicately flavored dum cooked, traditional biryani recipe made with yogurt marinated paneer layered with par-cooked basmati rice, golden fried onions (birista), saffron infused milk, coriander leaves, mint leaves and ghee. This Awadhi style biryani pairs beautifully with any raita, veggie salad or even with simple plain curd (yogurt).",https://www.vegrecipesofindia.com/paneer-biryani-recipe/,1 cup or (150 grams)  onions (- thinly sliced) | 4 tablespoons oil (or ghee (clarified butter)) | 1 cup or (180 grams)  basmati rice (- preferably aged basmati rice) | 4 cups water | 1 teaspoon salt | 1 inch cinnamon | 1  tej patta ((medium-sized) or 2 small tej patta) | 2 to 3  cloves | 2 to 3  green cardamoms | ¼ teaspoon shahi jeera ((caraway seeds)) | 200 to 250 grams paneer ((Indian cottage cheese)) | ½  cup curd ((yogurt) - fresh) | 1 teaspoon ginger paste (or 1 inch ginger crushed to a paste in a mortar-pestle) | 1 teaspoon garlic paste (or 4 to 5 garlic medium-sized cloves crushed to a paste) | 1 teaspoon green chilies (- chopped or swap with serrano pepper or 1 to 2 green chillies) | 1 tablespoon coriander leaves (- chopped (cilantro)) | ½ tablespoon mint leaves (- chopped) | ¼ teaspoon turmeric powder ((ground turmeric)) | ¼ teaspoon red chili powder (or cayenne pepper) | ¼ teaspoon garam masala | ½ teaspoon coriander powder ((ground coriander)) | ¼ teaspoon shahi jeera ((caraway seeds)) | 1 teaspoon lemon juice | salt (as required) | ¼  cup milk | 16 to 18  saffron strands | 1 to 2 tablespoons ghee ((clarified butter)) | 1 tablespoon coriander leaves (- chopped (cilantro)) | ½ tablespoon mint leaves (- chopped) | 1 tablespoon rose water (or kewra water (pandanus water) - optional),"Rinse 1 cup basmati rice very well in running fresh water until the starch clears from the water. The water should be clear and not cloudy or opaque. Soak the rice grains in water for 30 minutes. | While the rice is soaking, prep the ingredients for the biryani. Thinly slice 2 medium onions. You will need about ¾ to 1 cup sliced onions. | Heat 4 tablespoons oil or ghee in a small frying pan and add the sliced onions. | Stir and begin to fry the onions on low heat until golden. Add 1 or 2 pinches of salt for quick browning of the onions. Stir often, for uniform browning. | In the picture below, the onions have begun to turn golden. | When the onions are golden and caramelized, remove with a slotted spoon. Place the fried onions on kitchen paper towel and keep aside. | Warm ¼ cup milk on stovetop or in the microwave. Add 16 to 18 saffron strands to the milk. Stir and keep aside. | Rinse basmati rice very well in water till the starch clears from the water. The water should be clear and not cloudy or opaque. | Then soak the rice in water for 30 minutes. Later drain the rice well and keep aside. | Bring 4 cups water to a rolling boil in a pot. | Add whole spices – cinnamon, tej patta, cloves , green cardamoms, caraway seeds. Also add salt. | Now add the soaked rice. Do not stir the rice. | Keep the flame to high and cook the rice without lowering the temperature. | The rice grains have to be cooked till 75% or ¾ done. They should have a bite to them when eaten. | Drain the rice in a colander. You can also rinse the rice grains to remove starch if any and to stop the grains from cooking. Cover with a lid and keep the rice aside. | When the rice is soaking, prep the ingredients for the biryani. Slice the onions. Heat the oil or ghee in a small frying pan and add the sliced onions. | Stir and begin to fry the onions till they turn golden. Add one or two pinches of salt for quick browning of the onions. Stir often for uniform browning and fry on a low flame. | Once the onions become golden, then remove them with a slotted spoon and place them on kitchen paper towels. Keep the fried onions aside. | Warm the milk on stove top or in the microwave. Add 16 to 18 saffron strands to the milk. Stir and keep aside. | Whisk full fat curd (yogurt) in a mixing bowl till smooth. | Add ginger paste, garlic paste, chopped green chilies, chopped coriander leaves and mint leaves. Mix well. | Now add the spices- turmeric powder, red chili powder, garam masala powder, coriander powder, caraway seeds and lemon juice. | And salt as required. Mix again. | Then add the half of the fried onions and the paneer cubes. | Mix gently. Cover and keep the marinated paneer aside for 30 minutes. | Add the same oil in which we fried the onions to a pan or pot. | Add the marinated paneer and layer neatly. | Make a rice layer now. Add all the rice. I have just made two layers. If you want you can make four layers. | Add the remaining fried onions, chopped coriander and mint leaves. | Sprinkle the saffron infused milk. | Dot with ghee. You can also add rose water or kewra water. | Place the lid tightly on the pan and place it on a tava or griddle. For the first 5 minutes dum cook the biryani on a medium heat. | Then lower the flame and cook the biryani. | On dum for 12 to 15 minutes. You can also cook the biryani in a preheated oven for 20 to 25 minutes at 180 degrees C (350 degrees F). Use an oven proof pot or pan. | Serve the Paneer Biryani hot with boondi raita or cucumber raita or onion raita or kuchumber salad. | Enjoy Paneer Biryani hot or warm with raita like an onion-tomato raita or cucumber raita or boondi raita. You can also serve with sliced onion-lime salad or onion-tomato-cucumber salad. | Place any leftovers in any sealed box or container and refrigerate for 1 to 2 days. Reheat by warming in the oven at 90 degrees Celsius (190 degrees Fahrenheit) or by steaming in the Instant pot for 5 minutes.",https://www.vegrecipesofindia.com/wp-content/uploads/2025/04/paneer-biryani-3.jpg
Schezwan Fried Rice Recipe,"Schezwan Fried Rice is a vibrant Indo-Chinese stir-fried dish made with cooked rice, spicy schezwan sauce, and mixed vegetables. It is zesty, hearty, and easy to prepare with wholesome ingredients. Garlic, spring onions, celery, and vinegar add flavor, while mushrooms or other veggies can be included for variety. This flavorful rice dish works well as a main or side and pairs nicely with manchurian or other Chinese-inspired recipes.",https://www.vegrecipesofindia.com/veg-schezwan-fried-rice-recipe/,"1 cup or (200 grams)  basmati rice (or long grained rice) | 3.5 cups water (or as needed) | ½  teaspoon salt | ¼  teaspoon oil (- any neutral tasting oil ) | 2 tablespoons toasted sesame oil (or any neutral tasting oil) | ½  teaspoon finely chopped garlic (or 2 to 3 small to medium garlic) | 1 or 2  spring onions ((scallions) - finely chopped, reserve the greens for garnishing) | 1 teaspoon finely chopped celery ((optional)) | 7 to 8  french beans (- finely chopped) | ⅓ to ½ cup carrots (- finely chopped) | ½  cup cabbage (- chopped) | ⅓  cup  capsicum (- chopped (green bell pepper)) | 1 cup button mushrooms (- chopped , optional) | 2 tablespoons Schezwan Sauce (or add as required) | salt (as required) | ¼ teaspoon crushed black pepper (or black pepper powder, can add as required) | ½ teaspoon rice vinegar (or apple cider vinegar or white vinegar) | 1 to 2 tablespoons spring onion greens (- chopped (scallion greens) - for garnish)","Rinse 1 cup of basmati rice or long grained rice, until the water runs clear of the starch. Then soak the rice in water covering the rice grains up-to 1 to 1.5 inches for 20 to 30 minutes. Drain all the water and set it aside. | Bring 3.5 cups water, ½ teaspoon salt and ¼ teaspoon oil to a gentle boil. Use any neutral tasting oil. | Add the drained soaked rice. | Simmer on low to medium-low heat till you cook the rice grains to an al dente – meaning they should have a slight bite to them. | Strain the rice grains in a mesh strainer or colander. Then rinse them with water, while gently moving the grains with your fingers. Drain completely. This method stops the further cooking of rice grains and removes any extra starch. | Cover and set aside at room temperature to let the rice grains cool completely or refrigerate while you prep the veggies and other ingredients. | Rinse rice very well till the water runs clear of starch. Soak the rice in enough water for 20 to 30 minutes. | Drain all the water and keep the soaked rice aside. | In a pot, bring water to a gentle boil adding salt and oil. | Add the soaked and drained rice to the hot water. | On a low to medium-low heat cook the rice without the lid. | When the rice becomes al dente or just about cooked, remove the pot from fire and strain the rice. | Gently rinse the rice in water so that they stop cooking and don’t stick to each other. | Finely chop all the vegetables. You can even shred the vegetables in a food processor. | Heat oil in a wok. Add garlic and sauté for a few seconds. | Add the onions, celery and all the vegetables. | Increase the heat and stir fry the vegetables on a medium-high to high heat. | More finely the vegetables are chopped, more faster they will cook. | Keep on stirring and tossing the vegetables continuously, so that they are equally browned and cooked. | When the edges of the veggies starts to become light brown, add schezwan sauce. | Stir and then add the cooked and cooled rice in portions. Mix and toss the rice with the veggies gently. | Season with salt, pepper and vinegar. Stir and toss well so that the sauce coats all the rice grains evenly. | Serve schezwan fried rice as it is or with a side of veg manchurian, mushroom manchurian or gobi manchurian.",https://www.vegrecipesofindia.com/wp-content/uploads/2021/02/schezwan-fried-rice-recipe-3.jpg
